20100606,75,89,61,0.02,0.00
20100607,66,75,57,0.00,0.00
20100608,67,75,58,0.00,0.00
20100609,63,68,57,0.89,0.00
20100610,66,74,58,0.25,0.00
20100611,65,71,58,0.00,0.00
20100612,70,79,61,0.00,0.00
20100613,72,78,65,0.30,0.00
20100614,72,79,64,0.01,0.00
20100615,73,81,64,0.00,0.00
20100616,70,75,64,0.00,0.00
20100617,70,74,65,0.45,0.00
20100618,73,86,60,0.00,0.00
20100619,73,81,64,0.00,0.00
20100620,80,89,71,T,0.00
20100621,79,87,71,0.00,0.00
20100622,79,87,71,0.27,0.00
20100623,80,89,71,0.00,0.00
20100624,85,91,79,0.00,0.00
20100625,79,87,71,0.00,0.00
20100626,80,89,71,0.00,0.00
20100627,81,91,71,0.00,0.00
20100628,85,93,76,0.01,0.00
20100629,81,91,70,0.00,0.00
20100630,71,79,62,0.00,0.00
20100701,70,77,62,0.00,0.00
20100702,72,82,61,0.00,0.00
20100703,77,89,65,0.00,0.00
20100704,85,96,73,0.00,0.00
20100705,88,99,76,0.00,0.00
20100706,92,103,81,0.00,0.00
20100707,90,100,80,0.00,0.00
20100708,83,89,77,T,0.00
20100709,83,90,75,0.02,0.00
20100710,78,83,73,0.00,0.00
20100711,82,93,71,0.00,0.00
20100712,84,94,73,T,0.00
20100713,78,83,73,0.84,0.00
20100714,76,79,73,0.45,0.00
20100715,80,87,72,0.00,0.00
20100716,84,93,74,0.00,0.00
20100717,85,94,76,0.00,0.00
20100718,86,94,78,0.00,0.00
20100719,82,92,72,0.15,0.00
20100720,82,89,74,0.00,0.00
20100721,85,93,76,0.00,0.00
20100722,82,90,74,0.00,0.00
20100723,80,87,73,0.70,0.00
20100724,89,97,80,0.00,0.00
20100725,82,93,70,0.35,0.00
20100726,78,87,68,0.00,0.00
20100727,81,91,70,0.00,0.00
20100728,82,89,74,0.00,0.00
20100729,82,89,74,0.09,0.00
20100730,76,85,66,0.00,0.00
20100731,76,85,66,0.00,0.00
20100801,75,80,70,0.00,0.00
20100802,77,85,69,0.00,0.00
20100803,79,86,72,0.00,0.00
20100804,83,91,75,0.00,0.00
20100805,86,95,77,0.02,0.00
20100806,80,90,70,0.00,0.00
20100807,78,87,68,0.00,0.00
20100808,81,89,73,0.00,0.00
20100809,84,94,74,0.00,0.00
20100810,85,92,78,0.00,0.00
20100811,85,93,76,0.00,0.00
20100812,72,76,68,0.09,0.00
20100813,75,82,68,T,0.00
20100814,74,82,65,0.00,0.00
20100815,72,77,67,0.16,0.00
20100816,78,86,69,0.11,0.00
20100817,83,91,74,0.00,0.00
20100818,79,86,72,0.00,0.00
20100819,80,91,68,0.00,0.00
20100820,82,90,73,0.00,0.00
20100821,76,85,66,0.00,0.00
20100822,75,80,69,1.69,0.00
20100823,68,70,65,1.05,0.00
20100824,67,70,64,0.02,0.00
20100825,67,69,64,1.00,0.00
20100826,74,82,65,0.00,0.00
20100827,70,79,61,0.00,0.00
20100828,73,83,62,0.00,0.00
20100829,81,94,67,0.00,0.00
20100830,82,92,72,0.00,0.00
20100831,86,96,76,0.00,0.00
20100901,86,96,76,0.00,0.00
20100902,86,94,78,0.00,0.00
20100903,80,85,75,0.00,0.00
20100904,73,81,64,0.00,0.00
20100905,70,78,61,0.00,0.00
20100906,70,80,60,0.00,0.00
20100907,79,89,68,0.00,0.00
20100908,78,90,66,T,0.00
20100909,66,70,61,0.00,0.00
20100910,68,74,61,0.00,0.00
20100911,69,79,59,0.00,0.00
20100912,63,67,59,0.15,0.00
20100913,68,77,59,0.13,0.00
20100914,68,76,60,0.00,0.00
20100915,65,72,57,0.00,0.00
20100916,65,72,57,0.46,0.00
20100917,65,71,59,0.05,0.00
20100918,64,70,58,0.00,0.00
20100919,71,81,61,0.00,0.00
20100920,67,74,59,0.00,0.00
20100921,64,74,54,0.00,0.00
20100922,75,87,64,0.12,0.00
20100923,74,81,66,0.00,0.00
20100924,76,85,67,0.00,0.00
20100925,78,89,67,0.00,0.00
20100926,68,72,63,T,0.00
20100927,67,72,61,1.33,0.00
20100928,72,73,70,0.33,0.00
20100929,71,78,63,0.00,0.00
20100930,72,75,69,1.10,0.00
20101001,67,74,59,2.46,0.00
20101002,59,66,52,0.00,0.00
20101003,57,64,50,0.03,0.00
20101004,54,55,52,0.34,0.00
20101005,57,61,53,T,0.00
20101006,59,64,54,0.00,0.00
20101007,62,71,53,T,0.00
20101008,64,73,54,0.00,0.00
20101009,63,72,54,0.00,0.00
20101010,58,69,46,0.00,0.00
20101011,66,75,57,1.13,0.00
20101012,62,69,54,0.09,0.00
20101013,56,64,48,0.00,0.00
20101014,57,63,50,0.61,0.00
20101015,53,57,49,0.02,0.00
20101016,54,58,50,0.00,0.00
20101017,59,69,48,0.00,0.00
20101018,55,60,50,0.00,0.00
20101019,53,59,47,0.03,0.00
20101020,53,59,47,0.00,0.00
20101021,56,62,49,0.01,0.00
20101022,50,53,46,0.00,0.00
20101023,54,64,44,0.00,0.00
20101024,61,68,53,0.00,0.00
20101025,64,74,54,0.00,0.00
20101026,68,72,63,T,0.00
20101027,70,75,65,0.19,0.00
20101028,65,74,56,0.00,0.00
20101029,52,57,47,0.00,0.00
20101030,50,57,42,0.00,0.00
20101101,43,49,37,0.00,0.00
20101102,43,50,36,0.00,0.00
20101103,48,54,41,0.00,0.00
20101104,49,51,47,1.09,0.00
20101105,49,52,45,0.05,0.00
20101106,46,51,40,0.00,0.00
20101107,44,51,36,0.00,0.00
20101108,43,45,40,0.04,T
20101109,48,54,41,0.00,0.00
20101110,51,56,46,0.00,0.00
20101111,49,56,42,0.00,0.00
20101112,54,62,45,0.00,0.00
20101113,55,64,46,0.00,0.00
20101114,54,61,46,0.00,0.00
20101115,54,57,50,0.00,0.00
20101116,56,59,52,0.45,0.00
20101117,56,60,51,0.21,0.00
20101118,50,55,45,T,0.00
20101119,44,48,40,0.00,0.00
20101120,48,55,41,0.00,0.00
20101121,44,48,39,0.00,0.00
20101122,55,65,45,0.00,0.00
20101123,56,61,50,0.00,0.00
20101124,46,50,41,0.00,0.00
20101125,43,46,39,0.06,0.00
20101126,46,53,38,0.16,0.00
20101127,38,42,34,0.00,0.00
20101128,41,47,34,0.00,0.00
20101129,42,48,35,0.00,0.00
20101130,51,57,44,0.09,0.00
20101131,50,48,37,0.00,23
20101201,50,60,40,1.20,0.00
20101202,38,42,34,0.00,0.00
20101203,37,40,33,0.00,0.00
20101204,36,40,32,0.00,0.00
20101205,33,35,30,0.00,0.00
20101206,33,35,30,T,T
20101207,33,36,30,0.00,0.00
20101208,31,34,27,0.00,0.00
20101209,27,30,23,0.00,0.00
20101210,30,38,22,T,T
20101211,40,46,34,0.00,0.00
20101212,48,56,40,1.38,0.00
20101213,35,49,21,0.04,T
20101214,21,23,19,0.01,T
20101215,24,27,20,0.00,0.00
20101216,27,30,23,0.00,0.00
20101217,30,36,23,0.00,0.00
20101218,32,36,28,0.00,0.00
20101219,34,37,30,0.00,0.00
20101220,31,37,25,0.00,0.00
20101221,33,38,28,0.00,0.00
20101222,33,38,28,0.00,0.00
20101223,33,35,30,T,T
20101224,35,40,29,0.00,0.00
20101225,29,32,25,0.00,0.00
20101226,26,30,21,1.09,12.00
20101227,24,28,20,0.52,7.80
20101228,31,38,24,0.00,0.00
20101229,34,37,31,0.00,0.00
20101230,34,40,28,0.00,0.00
20101231,41,45,36,0.00,0.00
